"Date","Price","Open","High","Low","Vol.","Change %"
"17-11-2020","10,524.00","10,543.25","10,543.85","10,459.60","2.51B","1.32%"
"13-11-2020","10,387.20","10,324.10","10,394.15","10,293.25","1.79B","0.43%"
"12-11-2020","10,342.70","10,334.75","10,367.85","10,294.55","2.20B","-0.13%"
"11-11-2020","10,356.50","10,308.50","10,378.05","10,233.35","2.19B","0.85%"
"10-11-2020","10,269.00","10,252.80","10,277.00","10,181.65","2.33B","0.91%"
"09-11-2020","10,176.35","10,137.30","10,183.50","10,100.45","1.68B","1.42%"
"06-11-2020","10,033.50","9,965.05","10,044.90","9,951.20","1.79B","0.99%"
"05-11-2020","9,935.35","9,874.35","9,941.50","9,857.25","1.73B","1.75%"
"04-11-2020","9,764.60","9,684.10","9,778.10","9,654.60","1.51B","0.70%"
"03-11-2020","9,696.30","9,648.65","9,715.45","9,643.00","1.67B","1.05%"
"02-11-2020","9,595.95","9,622.70","9,634.15","9,524.20","1.68B","0.15%"
"30-10-2020","9,581.65","9,605.10","9,665.00","9,500.70","1.89B","-0.12%"
"29-10-2020","9,593.40","9,557.15","9,637.85","9,530.25","1.57B","-0.40%"
"28-10-2020","9,632.35","9,773.85","9,782.95","9,602.75","1.69B","-1.19%"
"27-10-2020","9,748.30","9,674.15","9,756.05","9,607.60","1.60B","1.04%"
"26-10-2020","9,647.65","9,794.95","9,797.70","9,609.20","1.62B","-1.36%"
"23-10-2020","9,780.35","9,794.40","9,807.15","9,764.55","1.87B","0.36%"
"22-10-2020","9,745.05","9,726.45","9,763.80","9,683.80","1.63B","-0.12%"
"21-10-2020","9,756.60","9,780.50","9,821.95","9,635.30","1.72B","0.24%"
"20-10-2020","9,733.00","9,699.30","9,760.35","9,682.30","1.57B","0.24%"
"19-10-2020","9,709.30","9,710.95","9,717.60","9,664.45","1.62B","0.86%"
"16-10-2020","9,626.25","9,588.80","9,635.00","9,536.45","1.47B","0.80%"
"15-10-2020","9,550.05","9,801.55","9,802.90","9,535.70","1.64B","-2.19%"
"14-10-2020","9,763.40","9,726.45","9,781.25","9,657.50","1.60B","0.28%"
"13-10-2020","9,736.45","9,745.90","9,784.80","9,715.95","1.32B","-0.09%"
"12-10-2020","9,745.35","9,793.35","9,822.95","9,698.90","1.46B","-0.05%"
"09-10-2020","9,750.15","9,728.75","9,774.75","9,691.20","1.62B","0.39%"
"08-10-2020","9,711.80","9,724.55","9,759.30","9,674.95","1.76B","0.59%"
"07-10-2020","9,654.50","9,637.15","9,673.30","9,593.70","1.53B","0.33%"
"06-10-2020","9,622.35","9,592.65","9,633.35","9,564.05","1.56B","1.11%"
"05-10-2020","9,516.30","9,518.20","9,567.55","9,476.80","1.77B","0.58%"
"01-10-2020","9,461.70","9,433.70","9,472.40","9,423.80","1.65B","1.28%"
"30-09-2020","9,341.75","9,344.30","9,375.85","9,292.35","1.69B","0.24%"
"29-09-2020","9,319.70","9,385.75","9,401.80","9,286.05","1.98B","-0.11%"
"28-09-2020","9,330.25","9,237.75","9,338.70","9,212.75","1.92B","1.90%"
"25-09-2020","9,156.10","9,032.70","9,171.15","8,985.75","2.34B","2.36%"
"24-09-2020","8,944.75","9,094.10","9,097.40","8,933.95","2.12B","-2.71%"
"23-09-2020","9,194.35","9,296.45","9,309.05","9,106.00","2.22B","-0.21%"
"22-09-2020","9,213.90","9,339.80","9,340.25","9,117.95","2.19B","-1.06%"
"21-09-2020","9,313.00","9,565.95","9,582.35","9,284.75","1.87B","-2.58%"
"18-09-2020","9,559.50","9,622.15","9,626.55","9,517.80","2.20B","-0.08%"
"17-09-2020","9,566.75","9,584.55","9,624.65","9,553.85","1.46B","-0.68%"
"16-09-2020","9,632.50","9,595.75","9,640.95","9,575.00","1.55B","0.62%"
"15-09-2020","9,573.35","9,538.15","9,583.20","9,515.35","2.19B","0.84%"
"14-09-2020","9,493.30","9,520.00","9,577.85","9,446.85","2.13B","0.50%"
"11-09-2020","9,446.40","9,424.45","9,460.65","9,405.15","1.50B","0.28%"
"10-09-2020","9,420.25","9,359.55","9,429.90","9,345.60","1.87B","1.40%"
"09-09-2020","9,290.20","9,250.10","9,306.30","9,203.50","2.04B","-0.42%"
"08-09-2020","9,329.85","9,400.60","9,436.70","9,306.25","1.93B","-0.53%"
"07-09-2020","9,379.10","9,403.45","9,420.70","9,307.55","2.72B","0.01%"
"04-09-2020","9,377.95","9,388.35","9,476.60","9,355.05","3.34B","-1.64%"
"03-09-2020","9,534.65","9,550.35","9,567.75","9,520.10","2.95B","0.17%"
"02-09-2020","9,518.40","9,457.65","9,534.50","9,429.70","2.01B","0.81%"
"01-09-2020","9,442.25","9,422.45","9,479.10","9,353.20","3.78B","0.75%"
"31-08-2020","9,372.05","9,735.70","9,747.05","9,324.65","3.86B","-2.79%"
"28-08-2020","9,641.05","9,623.00","9,675.90","9,614.75","4.07B","0.63%"
"27-08-2020","9,580.70","9,619.60","9,625.65","9,568.80","2.35B","0.14%"
"26-08-2020","9,567.15","9,547.05","9,575.20","9,508.00","2.11B","0.61%"
"25-08-2020","9,509.25","9,545.60","9,556.50","9,469.20","2.12B","0.11%"
"24-08-2020","9,498.35","9,466.80","9,523.40","9,465.70","2.31B","0.79%"
"21-08-2020","9,423.55","9,451.20","9,465.05","9,415.65","2.43B","0.58%"
"20-08-2020","9,368.75","9,347.90","9,398.60","9,325.05","2.51B","-0.47%"
"19-08-2020","9,412.55","9,436.95","9,449.15","9,402.25","2.29B","0.33%"
"18-08-2020","9,382.05","9,286.10","9,392.75","9,282.10","1.90B","1.23%"
"17-08-2020","9,267.90","9,278.85","9,281.95","9,184.25","1.75B","0.58%"
"14-08-2020","9,214.40","9,350.65","9,365.85","9,157.65","2.47B","-1.00%"
"13-08-2020","9,307.85","9,314.95","9,339.20","9,280.30","2.34B","0.25%"
"12-08-2020","9,284.80","9,269.15","9,294.90","9,229.20","2.14B","-0.07%"
"11-08-2020","9,291.00","9,315.15","9,346.90","9,283.00","2.02B","0.24%"
"10-08-2020","9,268.55","9,257.20","9,308.75","9,241.50","2.08B","0.76%"
"07-08-2020","9,198.65","9,170.05","9,211.75","9,142.30","2.33B","0.32%"
"06-08-2020","9,169.10","9,150.15","9,205.10","9,115.75","1.91B","0.88%"
"05-08-2020","9,088.75","9,126.65","9,175.45","9,060.80","2.03B","0.15%"
"04-08-2020","9,074.95","8,980.55","9,085.75","8,951.00","1.88B","1.60%"
"03-08-2020","8,932.05","9,029.60","9,029.80","8,925.05","2.14B","-1.15%"
"31-07-2020","9,035.75","9,061.50","9,076.95","8,997.70","1.98B","0.04%"
"30-07-2020","9,031.70","9,136.20","9,163.95","9,013.90","2.00B","-0.71%"
"29-07-2020","9,096.10","9,135.50","9,180.70","9,057.90","2.11B","-0.50%"
"28-07-2020","9,141.75","9,045.45","9,153.00","9,043.90","1.80B","1.29%"
"27-07-2020","9,024.90","9,112.45","9,112.45","8,995.10","1.66B","-0.67%"
"24-07-2020","9,085.95","9,066.65","9,108.20","9,011.50","2.02B","-0.31%"
"23-07-2020","9,114.05","9,054.85","9,129.30","9,034.60","1.73B","0.75%"
"22-07-2020","9,046.60","9,119.15","9,123.05","8,988.55","2.48B","-0.26%"
"21-07-2020","9,070.60","9,066.15","9,089.20","9,049.45","2.51B","0.95%"
"20-07-2020","8,985.10","8,965.25","8,994.95","8,938.10","2.67B","1.01%"
"17-07-2020","8,895.30","8,783.05","8,915.25","8,781.45","2.62B","1.47%"
"16-07-2020","8,766.60","8,750.60","8,776.05","8,650.60","2.66B","0.88%"
"15-07-2020","8,689.85","8,764.05","8,846.90","8,661.45","2.33B","-0.04%"
"14-07-2020","8,693.35","8,799.55","8,802.70","8,655.40","1.95B","-1.59%"
"13-07-2020","8,834.20","8,879.55","8,901.30","8,796.55","2.07B","0.23%"
"10-07-2020","8,813.95","8,818.70","8,865.35","8,772.45","2.82B","-0.42%"
"09-07-2020","8,851.50","8,823.75","8,867.30","8,808.00","2.30B","0.76%"
"08-07-2020","8,785.00","8,872.05","8,894.05","8,763.55","3.10B","-0.74%"
"07-07-2020","8,850.30","8,847.25","8,861.45","8,762.20","2.51B","0.39%"
"06-07-2020","8,815.70","8,782.00","8,843.10","8,761.95","2.35B","1.37%"
"03-07-2020","8,696.25","8,700.85","8,712.90","8,660.65","2.11B","0.56%"
"02-07-2020","8,647.85","8,602.45","8,677.95","8,598.80","2.24B","1.09%"
"01-07-2020","8,554.75","8,493.75","8,567.35","8,466.70","2.17B","0.94%"
"30-06-2020","8,474.80","8,544.70","8,560.30","8,448.55","2.66B","-0.16%"
"29-06-2020","8,488.05","8,514.60","8,521.40","8,426.95","2.84B","-0.83%"
"26-06-2020","8,559.00","8,572.45","8,595.45","8,515.65","3.18B","0.70%"
"25-06-2020","8,499.90","8,440.75","8,543.55","8,410.15","3.29B","0.04%"
"24-06-2020","8,496.25","8,678.70","8,699.55","8,476.85","3.73B","-1.45%"
"23-06-2020","8,621.10","8,527.50","8,629.90","8,488.35","2.83B","1.59%"
"22-06-2020","8,486.45","8,471.90","8,538.75","8,447.95","3.84B","0.99%"
"19-06-2020","8,403.40","8,314.95","8,420.85","8,282.50","3.21B","1.45%"
"18-06-2020","8,283.65","8,130.90","8,297.00","8,117.95","3.03B","1.76%"
"17-06-2020","8,140.45","8,126.30","8,223.95","8,098.00","2.29B","-0.15%"
"16-06-2020","8,152.30","8,239.40","8,260.20","8,015.15","3.10B","0.81%"
"15-06-2020","8,086.45","8,171.75","8,196.40","8,030.40","2.91B","-1.34%"
"12-06-2020","8,196.40","7,839.80","8,212.80","7,839.15","3.76B","0.73%"
"11-06-2020","8,137.00","8,284.10","8,306.45","8,125.00","4.59B","-1.89%"
"10-06-2020","8,293.35","8,260.15","8,314.60","8,224.70","3.27B","0.67%"
"09-06-2020","8,238.10","8,350.30","8,422.15","8,213.60","4.06B","-1.03%"
"08-06-2020","8,323.95","8,444.55","8,445.65","8,287.90","4.76B","0.30%"
"05-06-2020","8,299.35","8,243.60","8,319.40","8,206.10","4.52B","1.39%"
"04-06-2020","8,185.90","8,209.00","8,266.95","8,117.20","3.30B","-0.21%"
"03-06-2020","8,203.00","8,241.60","8,295.35","8,182.15","3.48B","0.81%"
"02-06-2020","8,137.45","8,068.15","8,147.40","8,030.65","3.20B","1.46%"
"01-06-2020","8,020.10","7,935.70","8,087.00","7,923.70","2.99B","2.53%"
"29-05-2020","7,822.40","7,687.60","7,834.05","7,658.80","5.15B","1.17%"
"28-05-2020","7,732.25","7,635.00","7,746.40","7,616.80","2.58B","1.80%"
"27-05-2020","7,595.55","7,462.95","7,607.40","7,394.05","2.02B","2.30%"
"26-05-2020","7,424.50","7,463.60","7,502.70","7,395.95","1.85B","0.11%"
"22-05-2020","7,416.00","7,446.00","7,507.50","7,368.70","2.01B","-0.73%"
"21-05-2020","7,470.60","7,444.45","7,525.30","7,429.25","1.99B","0.59%"
"20-05-2020","7,426.85","7,292.90","7,446.85","7,281.80","2.05B","1.95%"
"19-05-2020","7,284.50","7,350.10","7,398.05","7,266.15","2.67B","0.54%"
"18-05-2020","7,245.25","7,522.45","7,522.50","7,234.45","2.24B","-3.45%"
"15-05-2020","7,504.05","7,547.60","7,547.60","7,447.70","1.83B","-0.14%"
"14-05-2020","7,514.55","7,558.15","7,614.80","7,495.90","2.14B","-1.99%"
"13-05-2020","7,667.00","7,819.15","7,819.20","7,632.85","2.90B","1.94%"
"12-05-2020","7,520.90","7,508.55","7,552.60","7,403.30","2.25B","-0.47%"
"11-05-2020","7,556.40","7,628.50","7,692.35","7,542.75","2.51B","0.06%"
"08-05-2020","7,552.00","7,649.35","7,654.15","7,542.80","1.64B","0.41%"
"07-05-2020","7,520.85","7,551.60","7,592.45","7,509.80","1.63B","-0.72%"
"06-05-2020","7,575.50","7,544.15","7,620.80","7,451.20","2.10B","0.70%"
"05-05-2020","7,523.05","7,704.50","7,727.75","7,513.25","1.84B","-0.97%"
"04-05-2020","7,596.90","7,764.95","7,765.80","7,578.75","2.17B","-5.19%"
"30-04-2020","8,012.90","7,947.15","8,041.05","7,933.30","2.66B","2.77%"
"29-04-2020","7,797.20","7,702.60","7,828.30","7,692.95","2.06B","1.63%"
"28-04-2020","7,672.45","7,690.55","7,698.55","7,584.85","1.78B","0.90%"
"27-04-2020","7,603.95","7,578.00","7,657.65","7,572.10","1.63B","1.47%"
"24-04-2020","7,493.45","7,519.60","7,599.90","7,485.55","1.94B","-1.73%"
"23-04-2020","7,625.30","7,575.55","7,655.60","7,540.40","2.29B","1.21%"
"22-04-2020","7,533.80","7,421.85","7,543.80","7,350.25","2.14B","1.87%"
"21-04-2020","7,395.85","7,436.50","7,446.05","7,346.55","1.88B","-2.87%"
"20-04-2020","7,614.60","7,712.20","7,712.40","7,602.10","2.22B","0.00%"
"17-04-2020","7,614.40","7,665.40","7,665.65","7,489.20","2.50B","2.73%"
"16-04-2020","7,412.30","7,297.80","7,453.05","7,268.25","2.11B","0.93%"
"15-04-2020","7,344.35","7,503.00","7,581.60","7,298.55","2.82B","-0.22%"
"13-04-2020","7,360.35","7,450.20","7,453.65","7,279.00","2.41B","-1.09%"
"09-04-2020","7,441.65","7,335.20","7,454.90","7,298.40","1.90B","3.91%"
"08-04-2020","7,161.45","7,090.40","7,435.50","7,061.35","2.17B","0.17%"
"07-04-2020","7,149.00","6,913.50","7,164.70","6,842.95","1.90B","7.69%"
"03-04-2020","6,638.45","6,831.65","6,831.65","6,619.55","1.63B","-1.83%"
"01-04-2020","6,761.95","6,995.55","6,998.40","6,720.45","1.32B","-3.36%"
"31-03-2020","6,996.75","6,938.05","7,041.65","6,808.75","1.64B","3.67%"
"30-03-2020","6,749.20","6,810.50","6,947.95","6,721.25","1.34B","-3.63%"
"27-03-2020","7,003.30","7,230.55","7,311.05","6,902.90","1.95B","0.14%"
"26-03-2020","6,993.85","6,826.05","7,079.75","6,722.35","2.06B","4.01%"
"25-03-2020","6,724.00","6,299.75","6,758.75","6,291.85","1.61B","5.63%"
"24-03-2020","6,365.45","6,421.00","6,556.65","6,151.60","1.82B","1.96%"
"23-03-2020","6,243.00","6,522.80","6,692.85","6,226.10","1.65B","-12.81%"
"20-03-2020","7,160.10","6,833.65","7,267.25","6,744.80","2.87B","5.18%"
"19-03-2020","6,807.20","6,676.85","7,041.70","6,483.15","2.74B","-2.90%"
"18-03-2020","7,010.55","7,512.30","7,543.05","6,969.35","4.87B","-5.49%"
"17-03-2020","7,417.65","7,642.35","7,746.15","7,383.35","2.54B","-2.30%"
"16-03-2020","7,591.90","7,867.00","7,904.25","7,564.80","3.18B","-7.00%"
"13-03-2020","8,163.00","7,425.05","8,298.00","7,028.70","4.17B","3.31%"
"12-03-2020","7,901.35","8,272.40","8,272.85","7,841.50","3.47B","-8.32%"
"11-03-2020","8,618.05","8,556.10","8,709.50","8,555.80","2.87B","-0.15%"
"09-03-2020","8,631.35","8,862.70","8,870.15","8,520.95","3.21B","-4.73%"
"06-03-2020","9,059.95","8,997.05","9,089.20","8,918.55","2.94B","-2.37%"
"05-03-2020","9,280.15","9,305.55","9,365.55","9,250.05","2.50B","0.24%"
"04-03-2020","9,258.25","9,362.90","9,368.55","9,125.45","1.88B","-0.71%"
"03-03-2020","9,324.30","9,251.40","9,348.55","9,201.00","1.82B","1.59%"
"02-03-2020","9,178.80","9,380.40","9,436.50","9,105.00","1.86B","-0.62%"
"28-02-2020","9,236.05","9,372.70","9,374.85","9,214.10","2.25B","-3.58%"
"27-02-2020","9,579.35","9,612.40","9,613.50","9,496.55","1.77B","-0.45%"
"26-02-2020","9,622.70","9,680.10","9,713.20","9,596.30","1.66B","-1.05%"
"25-02-2020","9,724.70","9,796.45","9,813.80","9,711.75","1.84B","-0.34%"
"24-02-2020","9,758.20","9,904.50","9,904.50","9,745.55","1.92B","-2.01%"
"20-02-2020","9,958.65","9,969.90","10,016.65","9,950.60","2.31B","-0.12%"
"19-02-2020","9,970.50","9,921.30","9,974.85","9,895.40","2.20B","1.27%"
"18-02-2020","9,845.55","9,876.70","9,877.60","9,768.45","2.13B","-0.46%"
"17-02-2020","9,891.00","9,976.15","9,990.75","9,884.95","1.95B","-0.70%"
"14-02-2020","9,961.05","10,031.25","10,071.70","9,947.65","2.68B","-0.57%"
"13-02-2020","10,017.75","10,049.85","10,053.20","9,990.35","1.28B","-0.19%"
"12-02-2020","10,037.10","10,020.60","10,067.70","10,015.85","1.52B","0.50%"
"11-02-2020","9,987.05","10,004.05","10,044.15","9,979.60","1.28B","0.42%"
"10-02-2020","9,945.65","10,008.75","10,008.75","9,917.65","1.27B","-0.55%"
"07-02-2020","10,000.75","10,019.45","10,021.70","9,974.55","1.35B","-0.03%"
"06-02-2020","10,004.20","9,979.65","10,022.50","9,953.20","1.58B","0.53%"
"05-02-2020","9,951.35","9,880.15","9,955.90","9,847.05","1.66B","1.00%"
"04-02-2020","9,853.05","9,711.95","9,858.65","9,711.10","1.48B","2.10%"
"03-02-2020","9,650.55","9,578.50","9,682.65","9,559.85","1.52B","0.46%"
"01-02-2020","9,606.05","9,843.95","9,917.50","9,583.30","","-2.59%"
"31-01-2020","9,861.45","9,968.40","9,971.20","9,849.25","1.68B","-0.58%"
"30-01-2020","9,919.20","10,025.35","10,026.90","9,902.30","1.58B","-0.90%"
"29-01-2020","10,009.30","10,006.95","10,039.05","9,990.20","1.42B","0.53%"
"28-01-2020","9,956.95","10,023.50","10,041.05","9,934.20","1.52B","-0.43%"
"27-01-2020","9,999.60","10,046.45","10,077.45","9,989.55","1.25B","-0.83%"
"24-01-2020","10,083.70","10,019.95","10,101.25","9,999.25","1.55B","0.62%"
"23-01-2020","10,021.40","9,961.80","10,027.80","9,944.10","2.35B","0.75%"
"22-01-2020","9,947.00","10,029.55","10,034.05","9,935.00","1.60B","-0.41%"
"21-01-2020","9,987.55","10,001.85","10,033.30","9,977.70","1.79B","-0.38%"
"20-01-2020","10,025.70","10,174.95","10,174.95","10,019.05","1.57B","-0.92%"
"17-01-2020","10,118.70","10,096.40","10,138.45","10,089.50","2.25B","0.09%"
"16-01-2020","10,110.05","10,099.95","10,132.15","10,076.60","1.40B","0.23%"
"15-01-2020","10,087.05","10,070.00","10,095.95","10,030.95","1.74B","0.11%"
"14-01-2020","10,075.85","10,051.20","10,083.85","10,032.85","1.40B","0.33%"
"13-01-2020","10,042.50","10,012.80","10,046.45","10,006.25","1.30B","0.65%"
"10-01-2020","9,978.00","9,985.00","10,023.15","9,947.35","1.62B","0.34%"
"09-01-2020","9,943.90","9,894.05","9,951.20","9,882.15","1.67B","1.55%"
"08-01-2020","9,792.20","9,708.70","9,798.25","9,700.35","1.54B","-0.13%"
"07-01-2020","9,805.40","9,814.45","9,883.45","9,765.50","1.27B","0.60%"
"06-01-2020","9,747.40","9,896.45","9,901.60","9,731.85","1.33B","-1.95%"
"03-01-2020","9,941.65","9,966.80","9,976.75","9,913.60","1.38B","-0.38%"
"02-01-2020","9,980.00","9,903.25","9,984.40","9,901.40","1.38B","0.92%"
"01-01-2020","9,888.55","9,897.95","9,914.40","9,875.10","866.99M","0.16%"
"31-12-2019","9,872.55","9,921.50","9,921.70","9,861.50","1.19B","-0.53%"
"30-12-2019","9,924.70","9,931.60","9,946.05","9,891.05","1.15B","0.16%"
"27-12-2019","9,908.70","9,852.15","9,916.25","9,842.95","1.20B","0.93%"
"26-12-2019","9,817.20","9,871.45","9,877.15","9,811.35","1.37B","-0.52%"
"24-12-2019","9,868.40","9,905.35","9,915.25","9,860.35","1.13B","-0.30%"
"23-12-2019","9,897.65","9,882.95","9,922.05","9,861.40","1.35B","-0.08%"
"20-12-2019","9,905.35","9,899.50","9,920.65","9,891.65","1.81B","0.13%"
"19-12-2019","9,892.30","9,866.15","9,898.55","9,845.55","1.47B","0.28%"
"18-12-2019","9,864.55","9,854.75","9,876.40","9,821.20","1.52B","0.34%"
"17-12-2019","9,831.35","9,776.45","9,842.90","9,766.55","1.52B","0.80%"
"16-12-2019","9,753.00","9,815.25","9,817.65","9,747.95","1.24B","-0.31%"
"13-12-2019","9,783.60","9,732.35","9,791.05","9,731.15","1.72B","0.95%"
"12-12-2019","9,691.15","9,666.50","9,714.95","9,657.35","1.51B","0.57%"
"11-12-2019","9,636.25","9,605.60","9,645.95","9,574.85","1.91B","0.43%"
"10-12-2019","9,595.40","9,680.55","9,682.65","9,585.00","1.69B","-0.79%"
"09-12-2019","9,671.45","9,682.00","9,714.30","9,636.75","1.65B","0.02%"
"06-12-2019","9,669.40","9,781.90","9,787.25","9,642.15","2.00B","-0.90%"
"05-12-2019","9,757.60","9,801.10","9,805.60","9,741.95","1.63B","-0.25%"
"04-12-2019","9,782.10","9,722.25","9,790.10","9,699.60","2.28B","0.40%"
"03-12-2019","9,743.15","9,814.75","9,815.95","9,715.50","2.13B","-0.56%"
"02-12-2019","9,798.00","9,863.10","9,863.15","9,778.60","2.97B","-0.16%"
"29-11-2019","9,813.65","9,871.10","9,872.10","9,781.05","2.41B","-0.57%"
"28-11-2019","9,869.75","9,838.45","9,874.90","9,816.75","2.29B","0.55%"
"27-11-2019","9,815.95","9,787.30","9,824.50","9,778.15","1.67B","0.54%"
"26-11-2019","9,762.85","9,833.60","9,852.90","9,739.20","3.70B","-0.40%"
"25-11-2019","9,802.05","9,688.85","9,809.10","9,687.05","1.91B","1.27%"
"22-11-2019","9,679.30","9,715.05","9,715.50","9,650.20","1.76B","-0.34%"
"21-11-2019","9,712.35","9,768.05","9,769.50","9,703.90","2.44B","-0.33%"
"20-11-2019","9,744.90","9,748.40","9,776.70","9,725.70","3.44B","0.44%"
"19-11-2019","9,702.15","9,692.20","9,714.25","9,662.60","2.51B","0.35%"
"18-11-2019","9,668.60","9,685.85","9,705.70","9,654.40","1.82B","0.01%"
"15-11-2019","9,667.30","9,676.95","9,721.30","9,657.80","2.26B","0.18%"
"14-11-2019","9,650.40","9,648.85","9,671.10","9,596.85","1.95B","0.17%"
"13-11-2019","9,633.95","9,698.10","9,730.60","9,618.25","1.82B","-0.64%"
"11-11-2019","9,695.85","9,665.65","9,708.35","9,655.50","1.57B","0.13%"
"08-11-2019","9,683.30","9,753.25","9,785.40","9,669.95","1.98B","-0.83%"
"07-11-2019","9,764.30","9,768.90","9,771.30","9,718.25","1.69B","0.44%"
"06-11-2019","9,721.35","9,694.85","9,750.55","9,646.10","1.69B","0.28%"
"05-11-2019","9,694.05","9,757.75","9,760.80","9,657.70","1.69B","-0.39%"
"04-11-2019","9,732.40","9,736.75","9,780.00","9,712.10","1.98B","0.29%"
"01-11-2019","9,704.00","9,703.10","9,730.75","9,678.20","2.68B","0.15%"
"31-10-2019","9,689.65","9,686.40","9,733.35","9,671.30","2.89B","0.44%"
"30-10-2019","9,647.55","9,666.60","9,673.70","9,602.10","1.92B","0.51%"
"29-10-2019","9,598.35","9,490.10","9,615.75","9,475.50","2.17B","1.77%"
"25-10-2019","9,431.10","9,478.45","9,479.05","9,365.55","2.06B","-0.07%"
"24-10-2019","9,437.65","9,501.35","9,516.65","9,402.50","2.23B","-0.22%"
"23-10-2019","9,458.65","9,457.25","9,497.75","9,418.25","1.70B","0.11%"
"22-10-2019","9,448.25","9,481.05","9,526.80","9,435.85","1.99B","-0.33%"
"18-10-2019","9,479.20","9,391.85","9,494.70","9,373.50","2.19B","0.94%"
"17-10-2019","9,391.00","9,286.65","9,399.25","9,268.05","1.84B","1.18%"
"16-10-2019","9,281.85","9,282.95","9,301.75","9,246.65","1.63B","0.30%"
"15-10-2019","9,253.85","9,208.70","9,277.25","9,196.85","1.47B","0.67%"
"14-10-2019","9,192.65","9,187.70","9,248.50","9,156.90","1.46B","0.34%"
